"md5_email"|"V01"|"V02"|"V03"|"V04"|"V05"|"V06"|"V07"|"V08"|"V09"|"V10"|"V11"|"V12"|"V13"|"V14"|"V15"|"V16"|"V17"|"V18"|"V19"|"V20"|"V21"|"V22"|"V23"|"V24"|"V25"|"V26"|"V27"|"V28"|"V29"|"V30"|"V31"|"V32"|"V33"|"V34"|"V35"|"V36"|"V37"|"V38"|"V39"|"V40"|"V41"|"V42"|"V43"|"V44"|"V45"|"V46"|"V47"|"V48"|"V49"|"V50"|"V51"|"V52"|"V53"|"V54"|"V55"|"V56"|"V57"|"V58"|"V59"|"V60"|"Year"|"Week"
"217"|"31312939a6f5c7706366f4a9e1dd86cf"|2.6|1|4.2|2.6|4.2|4.2|1.8|3.4|4.2|3.4|1|1|1.8|1.8|1.8|4.2|3.4|4.2|1.8|2.6|1|1.8|3.4|1.8|1|2.6|2.6|4.2|1.8|2.6|1|1.8|3.4|1.8|3.4|3.4|1|1|3.4|2.6|1|1|1.8|2.6|3.4|3.4|3.4|3.4|1|1|1|1.8|3.4|2.6|4.2|4.2|1.8|1.8|1.8|3.4|2009|24
"215"|"f6ed5eb49af282cc1649fbec0abfcdae"|2.6|1.8|1|5|1.8|1.8|4.2|3.4|3.4|3.4|5|4.2|5|5|5|1.8|2.6|3.4|5|4.2|4.2|5|2.6|3.4|5|3.4|1|1|4.2|3.4|5|1|1|5|5|5|5|4.2|2.6|2.6|5|4.2|1.8|5|1.8|4.2|1.8|1|2.6|1|4.2|5|1|1|1|1.8|3.4|4.2|5|1|2009|23
"216"|"10c12ac888e5f6307aab046177b1ca97"|5|4.2|1|3.4|5|5|4.2|2.6|4.2|4.2|3.4|4.2|4.2|5|3.4|3.4|4.2|4.2|2.6|1.8|4.2|4.2|3.4|2.6|2.6|4.2|4.2|1.8|4.2|4.2|5|4.2|4.2|4.2|1.8|3.4|4.2|5|4.2|5|3.4|4.2|2.6|2.6|3.4|5|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|2.6|5|1.8|4.2|4.2|2009|23
"212"|"d2fac65f4dc53b2c7488588f774aefee"|1|2.6|1|5|2.6|5|1|1.8|5|4.2|4.2|3.4|2.6|3.4|5|2.6|5|4.2|1.8|1|4.2|4.2|5|2.6|1|1.8|3.4|4.2|1.8|3.4|2.6|1.8|5|4.2|1|4.2|1|4.2|5|5|4.2|5|1.8|3.4|5|3.4|5|4.2|2.6|1.8|4.2|4.2|5|3.4|1.8|5|4.2|4.2|1.8|4.2|2009|22
"213"|"d2fac65f4dc53b2c7488588f774aefee"|1.8|2.6|1.8|4.2|4.2|5|3.4|2.6|4.2|3.4|4.2|3.4|3.4|3.4|4.2|3.4|5|4.2|3.4|1|4.2|4.2|4.2|3.4|1|2.6|3.4|3.4|1|3.4|3.4|1|4.2|5|1.8|2.6|1.8|3.4|5|4.2|4.2|4.2|1.8|4.2|3.4|4.2|5|5|2.6|1|1.8|2.6|4.2|4.2|1|1.8|1.8|4.2|2.6|4.2|2009|22
"214"|"17d7f3086010ae9f73a8b911e0171b24"|5|5|1|5|4.2|2.6|5|4.2|5|5|5|4.2|4.2|5|5|4.2|5|5|3.4|1.8|5|5|5|4.2|2.6|5|2.6|2.6|5|4.2|4.2|3.4|4.2|3.4|5|5|5|5|5|5|5|4.2|4.2|4.2|4.2|2.6|4.2|1.8|4.2|1.8|4.2|4.2|5|5|4.2|5|3.4|5|5|3.4|2009|22
"210"|"cbcd7a0901c8bc6d0a56fef7d07eb939"|4.2|3.4|1.8|4.2|4.2|3.4|4.2|3.4|4.2|4.2|3.4|1|2.6|3.4|4.2|4.2|3.4|4.2|4.2|1.8|3.4|5|4.2|3.4|4.2|4.2|2.6|1.8|4.2|4.2|4.2|2.6|2.6|4.2|2.6|4.2|2.6|4.2|4.2|4.2|3.4|3.4|3.4|4.2|3.4|4.2|3.4|3.4|3.4|4.2|2.6|4.2|4.2|4.2|4.2|3.4|3.4|4.2|4.2|1.8|2009|21
"211"|"d41d8cd98f00b204e9800998ecf8427e"|4.2|4.2|5|5|5|5|5|4.2|5|4.2|3.4|5|4.2|4.2|5|4.2|4.2|4.2|4.2|3.4|4.2|5|3.4|5|3.4|4.2|4.2|5|4.2|4.2|5|2.6|5|5|4.2|5|3.4|5|4.2|4.2|4.2|5|5|4.2|5|5|3.4|4.2|4.2|4.2|5|5|5|5|4.2|5|4.2|4.2|3.4|5|2009|21
"207"|"135d9e185dbb146f6a31c8672649acb8"|1|1|2.6|2.6|4.2|2.6|3.4|2.6|3.4|1|3.4|3.4|1.8|1.8|1.8|1.8|2.6|3.4|4.2|1|1|3.4|2.6|2.6|1|3.4|2.6|4.2|1.8|3.4|5|1|4.2|3.4|5|3.4|3.4|4.2|4.2|3.4|3.4|3.4|3.4|4.2|3.4|4.2|3.4|1|2.6|1.8|1.8|2.6|3.4|1.8|4.2|5|3.4|4.2|3.4|4.2|2009|20
"208"|"8af8603aab2a4faf956132f124707fa8"|4.2|4.2|1|5|5|4.2|4.2|4.2|5|5|2.6|4.2|5|5|4.2|4.2|5|4.2|4.2|1.8|4.2|4.2|4.2|3.4|1|5|4.2|4.2|3.4|5|5|4.2|4.2|4.2|3.4|4.2|3.4|5|3.4|4.2|5|5|3.4|4.2|4.2|4.2|4.2|1|5|4.2|4.2|5|5|5|1.8|5|4.2|5|4.2|3.4|2009|20
"209"|"474ea768c528d29b7f827dae5ff0386e"|3.4|5|1|4.2|4.2|2.6|4.2|4.2|4.2|5|3.4|4.2|5|5|5|4.2|4.2|4.2|3.4|1.8|5|2.6|4.2|3.4|1.8|5|4.2|4.2|3.4|3.4|5|3.4|2.6|4.2|1.8|3.4|5|5|3.4|3.4|4.2|5|4.2|3.4|4.2|5|2.6|4.2|5|3.4|4.2|4.2|4.2|4.2|2.6|3.4|3.4|2.6|5|3.4|2009|20
"206"|"57b15e54756fed9228b70ea46f86644b"|5|3.4|1|4.2|4.2|4.2|5|3.4|4.2|4.2|4.2|5|5|5|4.2|3.4|4.2|4.2|4.2|2.6|4.2|5|3.4|2.6|1|5|3.4|5|4.2|3.4|5|5|4.2|4.2|1.8|5|2.6|3.4|4.2|3.4|5|4.2|4.2|4.2|3.4|2.6|4.2|5|5|5|5|4.2|5|5|1.8|2.6|3.4|3.4|5|4.2|2009|19
"205"|"b2358e3213ab94ca083484c49440a0cd"|5|2.6|3.4|4.2|3.4|5|5|3.4|5|5|4.2|4.2|5|4.2|4.2|3.4|3.4|4.2|4.2|3.4|5|2.6|4.2|3.4|4.2|4.2|3.4|4.2|3.4|3.4|4.2|4.2|5|4.2|5|3.4|4.2|5|4.2|5|5|5|5|5|3.4|3.4|4.2|2.6|5|4.2|3.4|3.4|5|3.4|5|5|5|5|5|3.4|2009|18
"200"|"7c92002be2a5b518ad4dff36b4eb2641"|4.2|4.2|2.6|3.4|3.4|4.2|5|3.4|4.2|3.4|3.4|2.6|3.4|4.2|5|4.2|5|4.2|2.6|2.6|3.4|4.2|5|4.2|3.4|4.2|3.4|3.4|2.6|4.2|2.6|1.8|5|3.4|2.6|4.2|2.6|4.2|4.2|4.2|3.4|4.2|4.2|3.4|4.2|4.2|4.2|3.4|3.4|5|4.2|2.6|5|4.2|3.4|4.2|2.6|4.2|2.6|3.4|2009|17
"201"|"bb51186041b086021588d12c0c4a0fb2"|2.6|2.6|1.8|3.4|4.2|4.2|3.4|3.4|3.4|4.2|1.8|1.8|2.6|2.6|3.4|3.4|4.2|2.6|1.8|1.8|1|5|4.2|4.2|3.4|5|2.6|4.2|1|2.6|5|2.6|4.2|3.4|4.2|4.2|1.8|2.6|5|1.8|2.6|3.4|2.6|2.6|4.2|5|5|4.2|3.4|2.6|1.8|5|4.2|5|4.2|3.4|2.6|2.6|3.4|5|2009|17
"202"|"06e26cb65d17eb82676e7c8a0786b769"|4.2|5|3.4|3.4|3.4|5|4.2|2.6|4.2|4.2|5|2.6|3.4|4.2|5|3.4|5|4.2|3.4|2.6|2.6|4.2|4.2|3.4|2.6|4.2|3.4|3.4|2.6|4.2|4.2|1.8|5|3.4|4.2|5|1|4.2|4.2|4.2|4.2|5|5|4.2|5|4.2|4.2|1.8|3.4|1.8|2.6|3.4|5|5|4.2|5|1.8|5|4.2|4.2|2009|17
"203"|"6f3b7467a8ffa870e5eed14fd0dba564"|1.8|5|1.8|3.4|5|5|5|4.2|5|5|3.4|2.6|4.2|4.2|5|5|5|5|2.6|1.8|3.4|4.2|5|4.2|3.4|5|3.4|2.6|2.6|4.2|4.2|4.2|2.6|5|2.6|4.2|1|3.4|5|3.4|2.6|2.6|5|2.6|5|5|5|2.6|2.6|5|4.2|5|5|4.2|5|5|5|4.2|1.8|5|2009|17
"204"|"25f6b4f158d6459b9433699979dc5a13"|4.2|4.2|1.8|4.2|3.4|4.2|3.4|3.4|4.2|3.4|3.4|3.4|3.4|5|3.4|4.2|4.2|4.2|3.4|1.8|3.4|3.4|5|4.2|2.6|4.2|4.2|1.8|3.4|3.4|3.4|5|5|3.4|1|4.2|2.6|4.2|3.4|5|5|3.4|4.2|1.8|2.6|5|4.2|4.2|4.2|2.6|4.2|4.2|5|4.2|1.8|4.2|5|3.4|4.2|5|2009|17
"197"|"7c802004b7165571e03ef687bddc0af1"|2.6|2.6|3.4|2.6|4.2|5|2.6|2.6|3.4|2.6|2.6|1.8|1.8|2.6|3.4|2.6|4.2|3.4|2.6|4.2|2.6|2.6|5|5|4.2|1.8|3.4|2.6|2.6|4.2|2.6|2.6|2.6|2.6|3.4|3.4|3.4|2.6|2.6|3.4|2.6|2.6|4.2|3.4|3.4|3.4|4.2|2.6|2.6|2.6|2.6|2.6|3.4|3.4|3.4|3.4|3.4|3.4|2.6|3.4|2009|16
"198"|"ea1fe3eb8d19c6b35aa5660b57636e22"|3.4|5|1|2.6|4.2|5|5|3.4|4.2|4.2|1.8|1.8|4.2|4.2|3.4|4.2|5|4.2|4.2|1.8|1.8|2.6|5|1.8|1.8|4.2|2.6|3.4|1.8|4.2|2.6|4.2|4.2|5|4.2|4.2|2.6|5|4.2|4.2|1.8|4.2|4.2|3.4|4.2|5|5|4.2|4.2|4.2|4.2|1.8|5|4.2|1.8|5|3.4|4.2|4.2|5|2009|16
"199"|"ae084869ac80234fa7e670ee16197c52"|4.2|5|1.8|2.6|3.4|3.4|3.4|2.6|4.2|4.2|4.2|4.2|4.2|5|3.4|3.4|4.2|5|4.2|3.4|5|4.2|4.2|2.6|4.2|4.2|3.4|1.8|3.4|2.6|3.4|3.4|4.2|3.4|3.4|3.4|3.4|3.4|2.6|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|2.6|4.2|2.6|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|2.6|2009|16
"194"|"8b3c89f1f5c7a36f4f6b567c62e7fbd7"|4.2|1.8|2.6|4.2|5|4.2|4.2|3.4|4.2|3.4|2.6|5|4.2|1.8|2.6|4.2|4.2|4.2|3.4|2.6|2.6|2.6|4.2|2.6|3.4|4.2|4.2|3.4|2.6|4.2|4.2|3.4|3.4|2.6|2.6|4.2|2.6|4.2|4.2|3.4|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|1.8|4.2|4.2|4.2|4.2|4.2|2009|14
"195"|"0b2ab8dc4036a4369ead8e3f90b6d546"|1.8|4.2|1|3.4|5|3.4|4.2|2.6|2.6|3.4|4.2|1.8|5|4.2|2.6|2.6|2.6|3.4|1.8|3.4|5|5|2.6|5|4.2|4.2|1.8|1.8|5|3.4|5|3.4|2.6|3.4|4.2|4.2|5|3.4|2.6|5|5|5|3.4|1.8|2.6|2.6|2.6|1.8|5|3.4|3.4|4.2|2.6|2.6|1|2.6|2.6|1.8|4.2|3.4|2009|14
"196"|"f22d47d28a17aba39ed53544150f6f38"|3.4|5|1|3.4|3.4|4.2|4.2|3.4|4.2|4.2|4.2|4.2|5|4.2|4.2|4.2|5|5|4.2|1.8|4.2|3.4|4.2|4.2|2.6|3.4|4.2|2.6|4.2|2.6|3.4|2.6|4.2|3.4|2.6|4.2|1.8|3.4|4.2|4.2|4.2|4.2|3.4|2.6|3.4|5|4.2|4.2|3.4|1.8|4.2|4.2|4.2|4.2|3.4|3.4|4.2|3.4|5|3.4|2009|14
"186"|"8b3c89f1f5c7a36f4f6b567c62e7fbd7"|3.4|3.4|1|5|5|4.2|5|3.4|4.2|5|4.2|5|4.2|5|3.4|5|5|3.4|4.2|2.6|5|4.2|4.2|2.6|2.6|4.2|4.2|1.8|4.2|3.4|5|5|4.2|2.6|1.8|5|1.8|4.2|5|4.2|4.2|5|3.4|4.2|3.4|4.2|5|3.4|4.2|1|3.4|3.4|5|4.2|4.2|3.4|1.8|5|3.4|2.6|2009|13
"187"|"91ed83d2d51df0c98f1d2f7ef82281a2"|3.4|5|1|2.6|4.2|3.4|3.4|1.8|4.2|5|3.4|3.4|4.2|5|3.4|4.2|3.4|4.2|4.2|2.6|4.2|5|4.2|3.4|2.6|4.2|4.2|2.6|4.2|3.4|4.2|4.2|4.2|5|4.2|4.2|2.6|4.2|3.4|4.2|4.2|4.2|3.4|3.4|3.4|5|4.2|3.4|5|4.2|3.4|4.2|5|5|4.2|4.2|4.2|4.2|4.2|2.6|2009|13
"188"|"8b3c89f1f5c7a36f4f6b567c62e7fbd7"|5|5|1|5|3.4|2.6|1|3.4|4.2|3.4|2.6|4.2|3.4|5|5|3.4|4.2|3.4|3.4|2.6|4.2|5|2.6|1|1|3.4|2.6|2.6|4.2|3.4|4.2|1.8|5|4.2|5|2.6|5|5|2.6|3.4|4.2|4.2|1.8|3.4|2.6|1.8|1.8|1|4.2|4.2|2.6|4.2|3.4|2.6|2.6|2.6|2.6|1.8|3.4|1.8|2009|13
"189"|"89a824301aa27dd6851c6eff4b220596"|4.2|3.4|4.2|5|4.2|4.2|4.2|4.2|1.8|4.2|4.2|2.6|4.2|2.6|4.2|4.2|4.2|2.6|4.2|1.8|4.2|5|4.2|5|1|5|2.6|1.8|1.8|4.2|5|4.2|3.4|3.4|5|5|4.2|4.2|4.2|4.2|3.4|2.6|4.2|3.4|2.6|4.2|4.2|3.4|5|2.6|1.8|4.2|4.2|3.4|4.2|3.4|3.4|3.4|5|2.6|2009|13
"190"|"8b3c89f1f5c7a36f4f6b567c62e7fbd7"|5|5|1|5|5|4.2|5|2.6|5|5|3.4|4.2|5|4.2|5|5|4.2|5|4.2|1.8|4.2|5|4.2|3.4|3.4|5|1.8|2.6|3.4|3.4|5|4.2|3.4|5|4.2|5|4.2|5|5|5|5|5|5|5|5|5|4.2|2.6|4.2|3.4|5|5|5|5|3.4|5|3.4|5|5|4.2|2009|13
"191"|"de0b2e3fee20934660775645176981ec"|2.6|2.6|1|2.6|5|2.6|4.2|1|3.4|4.2|1|1.8|4.2|3.4|3.4|2.6|3.4|2.6|4.2|2.6|2.6|5|3.4|2.6|1.8|5|3.4|4.2|3.4|3.4|4.2|5|4.2|5|1|4.2|3.4|5|2.6|5|1.8|4.2|2.6|3.4|4.2|5|5|1.8|5|5|1.8|4.2|5|5|1.8|1.8|5|3.4|5|1.8|2009|13
"192"|"8b3c89f1f5c7a36f4f6b567c62e7fbd7"|5|5|1|4.2|4.2|4.2|5|1.8|4.2|4.2|3.4|5|5|5|4.2|5|4.2|5|4.2|3.4|4.2|4.2|4.2|3.4|2.6|3.4|3.4|3.4|4.2|4.2|4.2|4.2|3.4|5|3.4|4.2|4.2|5|3.4|5|4.2|4.2|3.4|4.2|4.2|3.4|4.2|2.6|5|3.4|4.2|4.2|4.2|4.2|1|5|4.2|4.2|5|4.2|2009|13
"193"|"7164eff86789f96922558f7182d114f6"|2.6|4.2|1.8|5|4.2|1.8|3.4|1.8|4.2|4.2|3.4|5|4.2|2.6|4.2|2.6|2.6|3.4|3.4|2.6|2.6|5|3.4|3.4|2.6|4.2|3.4|3.4|3.4|4.2|5|4.2|2.6|3.4|5|3.4|4.2|5|3.4|5|3.4|4.2|4.2|5|3.4|5|3.4|1.8|4.2|1.8|2.6|5|4.2|4.2|1.8|3.4|2.6|3.4|5|2.6|2009|13
"174"|"2c9f4cc9f0e3b745f42ba634559c7f51"|3.4|3.4|1.8|3.4|5|4.2|4.2|4.2|5|3.4|2.6|3.4|3.4|3.4|3.4|5|4.2|5|2.6|1.8|2.6|3.4|5|2.6|3.4|4.2|4.2|3.4|1.8|4.2|3.4|3.4|4.2|5|1.8|5|2.6|5|4.2|4.2|4.2|3.4|5|2.6|3.4|5|4.2|3.4|3.4|2.6|2.6|5|3.4|5|3.4|3.4|4.2|2.6|3.4|3.4|2009|12
"175"|"134606c71928f4ec4afe64c04ab86cdb"|5|2.6|2.6|5|4.2|5|4.2|4.2|3.4|4.2|3.4|4.2|4.2|4.2|4.2|2.6|5|3.4|1.8|1.8|3.4|4.2|4.2|2.6|3.4|4.2|4.2|3.4|3.4|3.4|2.6|4.2|5|4.2|1|5|5|5|4.2|5|3.4|3.4|4.2|2.6|4.2|3.4|4.2|1.8|4.2|4.2|5|3.4|2.6|5|1.8|4.2|3.4|4.2|4.2|2.6|2009|12
"176"|"fbb7888926b9bc2d6f5ad827d86c2390"|5|5|1|3.4|3.4|5|4.2|2.6|4.2|4.2|3.4|4.2|4.2|5|3.4|3.4|5|5|3.4|3.4|3.4|3.4|5|2.6|1|4.2|2.6|4.2|4.2|4.2|4.2|3.4|4.2|3.4|5|3.4|2.6|3.4|4.2|3.4|2.6|3.4|3.4|4.2|3.4|3.4|4.2|4.2|3.4|3.4|3.4|3.4|5|4.2|3.4|5|4.2|4.2|3.4|4.2|2009|12
"177"|"13b1528a98c9fde1c23e4209424ab755"|2.6|2.6|2.6|2.6|2.6|2.6|4.2|2.6|2.6|4.2|2.6|2.6|2.6|2.6|4.2|2.6|2.6|2.6|4.2|2.6|4.2|4.2|2.6|2.6|2.6|2.6|4.2|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2009|12
"178"|"8b3c89f1f5c7a36f4f6b567c62e7fbd7"|3.4|3.4|4.2|1.8|4.2|4.2|5|3.4|5|4.2|4.2|3.4|5|2.6|4.2|5|3.4|4.2|4.2|1|2.6|4.2|5|2.6|1.8|5|4.2|1.8|4.2|3.4|4.2|2.6|4.2|5|3.4|4.2|2.6|5|5|4.2|2.6|5|5|4.2|5|1.8|3.4|2.6|4.2|3.4|5|5|5|5|3.4|3.4|5|4.2|4.2|4.2|2009|12
"179"|"f35e88760c1bac72c3dd6dbc9a12b67c"|3.4|4.2|2.6|4.2|3.4|2.6|4.2|3.4|4.2|3.4|3.4|4.2|4.2|3.4|3.4|4.2|4.2|3.4|4.2|1.8|4.2|2.6|3.4|3.4|2.6|4.2|3.4|3.4|2.6|2.6|4.2|3.4|3.4|4.2|3.4|4.2|3.4|4.2|3.4|4.2|3.4|4.2|3.4|3.4|3.4|3.4|4.2|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|2.6|3.4|4.2|4.2|2.6|2009|12
"180"|"fe397f9a1238e67583efb614579e0fab"|5|5|1.8|3.4|5|5|4.2|2.6|4.2|4.2|2.6|4.2|5|5|4.2|4.2|5|4.2|4.2|3.4|2.6|4.2|5|3.4|1|4.2|3.4|2.6|2.6|3.4|4.2|4.2|3.4|5|2.6|4.2|4.2|4.2|2.6|4.2|3.4|3.4|4.2|3.4|3.4|3.4|4.2|3.4|4.2|4.2|5|4.2|5|4.2|2.6|4.2|4.2|4.2|4.2|3.4|2009|12
"181"|"8b3c89f1f5c7a36f4f6b567c62e7fbd7"|5|5|1|3.4|5|4.2|3.4|4.2|4.2|5|1.8|2.6|5|2.6|5|5|5|5|4.2|1.8|5|3.4|5|2.6|4.2|5|5|4.2|1.8|3.4|5|5|5|5|2.6|5|1.8|5|4.2|4.2|5|5|3.4|5|2.6|1.8|5|4.2|5|3.4|4.2|4.2|5|5|4.2|3.4|4.2|3.4|1|4.2|2009|12
"182"|"194bf21b9de9299f102a13fb0f0432c3"|5|3.4|1.8|4.2|4.2|3.4|3.4|3.4|5|5|3.4|5|5|5|5|4.2|3.4|3.4|5|2.6|5|4.2|4.2|2.6|1|5|5|5|2.6|3.4|5|2.6|2.6|5|5|5|5|5|2.6|5|5|5|5|5|3.4|2.6|2.6|5|5|5|5|5|3.4|4.2|1.8|3.4|5|5|5|4.2|2009|12
"183"|"7f99d4363764f2cf1441123962821840"|4.2|4.2|1.8|4.2|5|4.2|5|3.4|5|4.2|4.2|4.2|5|5|4.2|5|5|4.2|4.2|1|4.2|5|4.2|3.4|3.4|4.2|4.2|5|1.8|3.4|5|3.4|2.6|5|3.4|4.2|4.2|5|4.2|5|5|5|5|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|5|5|2.6|4.2|4.2|4.2|4.2|4.2|2009|12
"184"|"7328fddefd53de471baeb6e2b764f78a"|4.2|3.4|3.4|5|3.4|2.6|5|3.4|3.4|5|3.4|3.4|4.2|3.4|3.4|3.4|3.4|3.4|5|3.4|3.4|4.2|4.2|3.4|1|5|4.2|4.2|1.8|2.6|5|3.4|3.4|4.2|4.2|4.2|5|5|3.4|5|5|4.2|5|5|3.4|4.2|3.4|4.2|4.2|3.4|4.2|5|3.4|3.4|2.6|2.6|4.2|2.6|4.2|2.6|2009|12
"185"|"ddea69b2975ccbed2953637b3474b8a0"|5|2.6|4.2|4.2|4.2|3.4|5|2.6|3.4|4.2|2.6|4.2|4.2|5|2.6|2.6|3.4|4.2|3.4|2.6|3.4|3.4|3.4|1.8|2.6|4.2|5|2.6|2.6|3.4|4.2|3.4|2.6|5|2.6|5|3.4|5|3.4|4.2|4.2|5|5|3.4|3.4|2.6|3.4|3.4|3.4|4.2|5|1.8|3.4|4.2|2.6|3.4|5|3.4|4.2|2.6|2009|12
"166"|"b0a08bdbfb3764f1faefcdcda1db29d3"|2.6|3.4|2.6|5|4.2|4.2|3.4|3.4|4.2|3.4|2.6|3.4|5|3.4|3.4|4.2|4.2|4.2|3.4|3.4|3.4|5|4.2|2.6|2.6|4.2|4.2|3.4|3.4|3.4|5|3.4|3.4|4.2|3.4|4.2|3.4|5|4.2|4.2|4.2|3.4|4.2|2.6|4.2|5|3.4|3.4|4.2|4.2|4.2|4.2|3.4|4.2|2.6|4.2|5|3.4|4.2|3.4|2009|11
"167"|"7660afc41bc8baad271ee9ba82a452f5"|3.4|4.2|4.2|4.2|4.2|4.2|2.6|4.2|3.4|3.4|1.8|3.4|2.6|4.2|2.6|3.4|3.4|4.2|1.8|1.8|2.6|2.6|5|4.2|3.4|3.4|3.4|2.6|2.6|3.4|2.6|4.2|4.2|4.2|4.2|4.2|2.6|5|5|2.6|1.8|4.2|3.4|2.6|3.4|5|5|5|4.2|2.6|1.8|3.4|5|5|3.4|4.2|4.2|4.2|2.6|3.4|2009|11
"168"|"df0921b9ae4a2144af718d5f4d6d56f0"|5|5|1.8|5|3.4|1.8|4.2|4.2|5|5|3.4|4.2|4.2|4.2|3.4|5|5|3.4|5|2.6|4.2|2.6|3.4|3.4|1.8|3.4|4.2|3.4|4.2|4.2|3.4|3.4|5|3.4|2.6|4.2|4.2|4.2|4.2|4.2|5|3.4|4.2|5|4.2|2.6|2.6|4.2|5|4.2|5|3.4|4.2|5|2.6|2.6|4.2|4.2|4.2|1.8|2009|11
"169"|"ae1807fac2e2c0f1e1e300eccf4fdbd0"|4.2|4.2|1.8|2.6|3.4|4.2|3.4|1.8|2.6|1.8|1.8|4.2|3.4|4.2|2.6|2.6|4.2|3.4|3.4|2.6|1.8|3.4|4.2|3.4|2.6|3.4|2.6|3.4|1.8|3.4|4.2|3.4|3.4|3.4|2.6|4.2|2.6|3.4|4.2|4.2|4.2|3.4|3.4|2.6|3.4|2.6|3.4|2.6|4.2|4.2|4.2|3.4|4.2|4.2|2.6|4.2|4.2|3.4|3.4|3.4|2009|11
"170"|"0e4482afd6728078397358f2b5a4e2f8"|3.4|5|1.8|4.2|4.2|5|3.4|4.2|5|4.2|2.6|2.6|3.4|4.2|4.2|5|5|3.4|4.2|1.8|1|5|5|5|1|5|3.4|5|1|5|4.2|4.2|5|4.2|5|5|1.8|4.2|4.2|4.2|4.2|4.2|4.2|4.2|5|5|5|5|4.2|4.2|3.4|4.2|5|5|1.8|4.2|4.2|5|4.2|5|2009|11
"171"|"c6e0347abc5f66d592fa97b41d931c6a"|4.2|4.2|1.8|3.4|4.2|1.8|5|1.8|4.2|3.4|2.6|3.4|4.2|3.4|1.8|4.2|4.2|3.4|4.2|4.2|2.6|4.2|3.4|2.6|1.8|4.2|4.2|3.4|4.2|1.8|3.4|3.4|3.4|4.2|1.8|2.6|3.4|5|3.4|3.4|5|3.4|4.2|3.4|3.4|3.4|3.4|1.8|4.2|5|4.2|2.6|3.4|4.2|1|3.4|4.2|3.4|4.2|2.6|2009|11
"172"|"23956df0bba1f129c126774145a378e5"|1.8|4.2|3.4|3.4|2.6|3.4|4.2|1.8|4.2|3.4|3.4|1.8|1.8|1.8|3.4|3.4|4.2|4.2|1.8|2.6|1|4.2|4.2|4.2|3.4|3.4|2.6|4.2|2.6|4.2|2.6|4.2|5|3.4|4.2|5|1.8|3.4|5|5|1.8|4.2|1.8|4.2|3.4|4.2|4.2|4.2|3.4|3.4|3.4|2.6|5|5|4.2|4.2|4.2|4.2|3.4|4.2|2009|11
"173"|"98c68f11ee12656342ac351ab7b91571"|1.8|1.8|1.8|2.6|5|4.2|5|5|3.4|3.4|1.8|4.2|5|4.2|4.2|5|4.2|2.6|5|2.6|3.4|4.2|4.2|4.2|5|2.6|3.4|4.2|4.2|2.6|4.2|3.4|4.2|2.6|4.2|4.2|3.4|4.2|3.4|3.4|2.6|4.2|3.4|2.6|5|2.6|4.2|4.2|4.2|4.2|2.6|5|5|4.2|5|4.2|3.4|5|4.2|4.2|2009|11
"163"|"40b172ba233bf43822799f6252e4634d"|4.2|5|3.4|5|3.4|5|4.2|1.8|4.2|4.2|4.2|2.6|4.2|5|3.4|4.2|3.4|3.4|2.6|2.6|3.4|2.6|5|2.6|4.2|5|3.4|1.8|4.2|2.6|5|2.6|2.6|4.2|2.6|5|5|4.2|5|3.4|5|1.8|4.2|5|3.4|1.8|3.4|2.6|4.2|2.6|2.6|5|3.4|4.2|1|4.2|3.4|3.4|5|3.4|2009|10
"164"|"8b3c89f1f5c7a36f4f6b567c62e7fbd7"|3.4|5|2.6|3.4|5|5|3.4|3.4|5|3.4|3.4|2.6|4.2|5|3.4|5|5|4.2|4.2|2.6|2.6|3.4|5|5|4.2|5|5|4.2|2.6|5|3.4|3.4|5|3.4|2.6|3.4|2.6|3.4|5|5|3.4|2.6|3.4|3.4|5|4.2|5|5|3.4|5|3.4|3.4|5|5|4.2|4.2|4.2|4.2|2.6|5|2009|10
"165"|"09665a1ab09ea5f3db4173b7974327ed"|4.2|5|2.6|1.8|5|1.8|5|2.6|4.2|4.2|3.4|2.6|3.4|3.4|4.2|4.2|4.2|3.4|1.8|4.2|2.6|3.4|4.2|2.6|1|5|3.4|5|2.6|5|2.6|5|5|5|1|4.2|4.2|5|4.2|4.2|4.2|3.4|4.2|1.8|2.6|5|5|5|5|3.4|4.2|2.6|1.8|5|1.8|1.8|3.4|3.4|3.4|1|2009|10
